Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Lua, idle_binarytrees.lua-4_21, -1, 16.853088378906250000, 1.730224609375000000, 0.121154785156250000, 10.112182617187500000, 10002.1, 41.8, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.736938476562500000, 1.733032226562500000, 0.135864257812500000, 10.155517578125000000, 10001.8, 40.5, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.188171386718750000, 1.366760253906250000, 0.095031738281250000, 10.046203613281250000, 10001.8, 39.8, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.719421386718750000, 1.758483886718750000, 0.130615234375000000, 10.157226562500000000, 10001.9, 38.5, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 15.866271972656250000, 1.100524902343750000, 0.087585449218750000, 10.036560058593750000, 10001.9, 38.5, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.754028320312500000, 1.796508789062500000, 0.136352539062500000, 10.159362792968750000, 10001.9, 38.8, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.112915039062500000, 1.332946777343750000, 0.078186035156250000, 10.047424316406250000, 10002, 38.8, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.848815917968750000, 1.877014160156250000, 0.134948730468750000, 10.167541503906250000, 10001.8, 39.0, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 15.867736816406250000, 1.101257324218750000, 0.085327148437500000, 10.038818359375000000, 10001.9, 39.0, 1280552
Lua, idle_binarytrees.lua-4_21, -1, 16.671447753906250000, 1.697814941406250000, 0.143371582031250000, 10.152160644531250000, 10001.9, 38.5, 1280552
Lua, binarytrees.lua-4_21, -1, 1685.239257812500000000, 1558.930175781250000000, 0.905517578125000000, 118.081237792968750000, 51455.4, 42.5, 1280552
Lua, binarytrees.lua-4_21, -1, 1684.426147460937500000, 1558.154724121093750000, 0.866210937500000000, 118.004211425781250000, 51528.6, 42.0, 1280552
Lua, binarytrees.lua-4_21, -1, 1682.666687011718750000, 1556.514038085937500000, 0.886047363281250000, 118.026123046875000000, 51307.4, 42.0, 1280552
Lua, binarytrees.lua-4_21, -1, 1682.524169921875000000, 1556.247924804687500000, 0.900207519531250000, 118.204895019531250000, 51404, 42.2, 1280552
Lua, binarytrees.lua-4_21, -1, 1684.759033203125000000, 1558.346679687500000000, 0.883850097656250000, 118.063903808593750000, 51540, 42.2, 1280552
Lua, binarytrees.lua-4_21, -1, 1683.819396972656250000, 1557.611083984375000000, 0.904724121093750000, 117.956665039062500000, 51400.3, 42.5, 1280552
Lua, binarytrees.lua-4_21, -1, 1685.739868164062500000, 1559.458801269531250000, 0.883178710937500000, 118.054992675781250000, 51433.7, 42.5, 1280552
Lua, binarytrees.lua-4_21, -1, 1681.614990234375000000, 1555.476745605468750000, 0.917358398437500000, 117.915344238281250000, 51369, 42.5, 1280552
Lua, binarytrees.lua-4_21, -1, 1680.647399902343750000, 1554.477172851562500000, 0.900634765625000000, 117.960083007812500000, 51389.8, 42.0, 1280552
Lua, binarytrees.lua-4_21, -1, 1680.410766601562500000, 1554.245910644531250000, 0.873229980468750000, 118.493835449218750000, 51385.6, 42.5, 1280552
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.806274414062500000, 1.637207031250000000, 0.129211425781250000, 10.132324218750000000, 10002.1, 42.0, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.831237792968750000, 1.768615722656250000, 0.151306152343750000, 10.170104980468750000, 10001.8, 40.2, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.118530273437500000, 1.310241699218750000, 0.075805664062500000, 10.050170898437500000, 10001.8, 39.8, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.725463867187500000, 1.747924804687500000, 0.144775390625000000, 10.157226562500000000, 10001.9, 39.0, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 15.911804199218750000, 1.131225585937500000, 0.080261230468750000, 10.040161132812500000, 10001.7, 38.8, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.571228027343750000, 1.594055175781250000, 0.143432617187500000, 10.158569335937500000, 10001.9, 37.8, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.080810546875000000, 1.276550292968750000, 0.093017578125000000, 10.047363281250000000, 10001.8, 38.2, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.715698242187500000, 1.737243652343750000, 0.142456054687500000, 10.157226562500000000, 10001.8, 39.0, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.214843750000000000, 1.416198730468750000, 0.090576171875000000, 10.036315917968750000, 10001.9, 39.2, 1035060
Lua_JIT, idle_binarytrees.lua-4_21, -1, 16.584106445312500000, 1.640747070312500000, 0.129577636718750000, 10.142272949218750000, 10001.9, 39.2, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 515.323303222656250000, 475.791137695312500000, 0.643371582031250000, 38.118041992187500000, 14340.5, 42.0, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 511.652282714843750000, 472.019714355468750000, 0.670593261718750000, 38.067871093750000000, 14384.4, 42.0, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 513.548400878906250000, 473.741333007812500000, 0.679382324218750000, 38.285583496093750000, 14372.2, 42.2, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 512.557800292968750000, 472.691162109375000000, 0.681396484375000000, 38.291259765625000000, 14395.1, 42.5, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 512.860717773437500000, 472.969421386718750000, 0.688110351562500000, 38.275146484375000000, 14455.3, 42.0, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 512.435974121093750000, 472.761230468750000000, 0.669372558593750000, 38.014953613281250000, 14380.8, 42.5, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 511.921142578125000000, 472.226013183593750000, 0.657043457031250000, 38.133544921875000000, 14329.1, 42.2, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 513.571716308593750000, 473.597473144531250000, 0.662597656250000000, 38.587768554687500000, 14437, 42.5, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 512.475219726562500000, 472.838867187500000000, 0.689941406250000000, 37.998840332031250000, 14399.3, 42.0, 1035060
Lua_JIT, binarytrees.lua-4_21, -1, 510.778686523437500000, 471.007202148437500000, 0.671264648437500000, 38.229553222656250000, 14418, 42.5, 1035060
Lua, idle_mandelbrot.lua-6_16000, -1, 17.297424316406250000, 2.039428710937500000, 0.152954101562500000, 10.155639648437500000, 10002, 42.5, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.275024414062500000, 1.405029296875000000, 0.081787109375000000, 10.044982910156250000, 10001.8, 41.0, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.911193847656250000, 1.857177734375000000, 0.162109375000000000, 10.183105468750000000, 10002, 39.5, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.487731933593750000, 1.670959472656250000, 0.076782226562500000, 10.062561035156250000, 10001.8, 39.2, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.752441406250000000, 1.784423828125000000, 0.138977050781250000, 10.168334960937500000, 10002, 38.8, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.181701660156250000, 1.396240234375000000, 0.088012695312500000, 10.046936035156250000, 10001.8, 38.0, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.815307617187500000, 1.835632324218750000, 0.142944335937500000, 10.157958984375000000, 10002, 38.5, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.080871582031250000, 1.295532226562500000, 0.082519531250000000, 10.046813964843750000, 10001.8, 38.5, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 16.909179687500000000, 1.914794921875000000, 0.152221679687500000, 10.174499511718750000, 10002.1, 39.0, 327932
Lua, idle_mandelbrot.lua-6_16000, -1, 17.932983398437500000, 3.075378417968750000, 0.083374023437500000, 10.126525878906250000, 10002, 39.2, 327932
Lua, mandelbrot.lua-6_16000, -1, 2653.642944335937500000, 2482.251586914062500000, 2.236328125000000000, 87.627502441406250000, 83509.4, 42.5, 327932
Lua, mandelbrot.lua-6_16000, -1, 2604.820312500000000000, 2445.181335449218750000, 2.856628417968750000, 81.427795410156250000, 77192.5, 42.5, 327932
Lua, mandelbrot.lua-6_16000, -1, 2722.258789062500000000, 2532.795471191406250000, 2.460571289062500000, 97.641601562500000000, 92874.2, 42.2, 327932
